REFERENCE
10.04.99 [UK10]
10.38.03.EURO
10.40.01.EURO
11.11.95 [UK11]
12.03.99.AU
12.24.02 EURO (UK10)
13.12.95
15.87.08.ITAL
16.30.10.ITAL 1
16.84.10.GER
16.85.10.ITAL
16.90.06.ITAL
17.04.01
17.20.03.ITAL 1
17.76.06.ITAL
17.82.03.ITAL
17.87.09.GER
18.24.02 FREN 1
18.29.06.EURO
18.84.12 FREN
19.45.06.GER
19.48.08.ITAL 2
19.51.02.ITAL
19.90.03.ITAL
19.96.10 FREN
