REFERENCE,POSITION,ARTIST,TITLE,LENGTH
[box-placeholder-1],25,Basement Jaxx,Jump 'N Shout,
[box-placeholder-1],26,BBMak,Still On Your Side,
[box-placeholder-1],27,Dina Carroll,Say You Love Me,
[box-placeholder-1],28,Ricky Martin,Shake Your Bon-Bon,
[box-placeholder-1],29,911,Wonderland,
[box-placeholder-6],1,Jennifer Lopez,Waiting For Tonight,
[box-placeholder-6],2,702,You Don'T Know,
[box-placeholder-6],3,Tin Tin Out/Emma Burton,What I Am,
[box-placeholder-6],4,Destiny's Child,Bug A Boo,
[box-placeholder-6],5,Geri Halliwell,Lift Me Up,
[box-placeholder-6],6,Liam Gallagher/Steve Craddock,Carnation,
[box-placeholder-6],7,Wyclef & Bono,New Day,
[box-placeholder-6],8,Backstreet Boys,Larger Than Life,
[box-placeholder-6],9,A1,Everytime,
[box-placeholder-6],10,One Phat Deeva,In And Out Of My Life,
[box-placeholder-6],11,Five,Keep On Movin',
[box-placeholder-6],12,Diana Ross,Not Over You Yet,
[box-placeholder-6],13,Simply Red,Ain'T That A Lot Of Love,
[box-placeholder-6],14,B*Witched,Jesse Hold On,
[box-placeholder-6],15,Travis,Turn,
[box-placeholder-6],16,Cacatonia,Karaoke Queen,
[box-placeholder-6],17,Apollo Four Forty,Hart Go Boom,
[box-placeholder-6],18,Foo Fighters,Learn To Fly,
[box-placeholder-6],19,Jungle Brothers,Get Down,
[box-placeholder-6],20,Another Level,Bomb Diggy,
[box-placeholder-6],21,The Lightning Seeds,Life'S To Short,
[box-placeholder-6],22,Mariah Carey + Guests,Heartbreaker Remix,
[box-placeholder-6],23,Stereophonics,Hurry Up And Wait,
[box-placeholder-6],24,Lolly,Big Boys Don'T Cry,
[box-placeholder-6],25,Basement Jaxx,Jump 'N Shout,
[box-placeholder-6],26,BBMak,Still On Your Side,
[box-placeholder-6],27,Dina Carroll,Say You Love Me,
[box-placeholder-6],28,Ricky Martin,Shake Your Bon-Bon,
[box-placeholder-6],29,911,Wonderland,
17-238,1,Half Pint,One Leg Up,
17-238,2,Jcd & Dawg Lb,Get Naked,
17-238,3,Bell Biv Devoe,Gangsta,
17-238,4,En Vogue,"Give It Up, Turn It Loose",
17-238,5,Bobby Brown,Get Away,
17-238,6,Above The Law,V.S.O.P,
17-238,7,Cypress Hill,Stoned Is The Way Of The Walk,
17-238,8,Digable Planets,Rebirth Of Slick (Cool Like Dat),
17-238,9,TLC,Hat 2 Da Back,
17-238,10,Whitney Houston,I'm Every Woman,
17-238,11,Mick Jagger,Sweet Thing,
17-238,12,INXS,Beautiful Girl,
17-238,13,Paul Weller,Into Tomorrow,
17-238,14,Spin Doctors,Two Princes,
17-238,15,Wendy Moten,Come In Out Of The Rain,
17-238,16,Mad Cobra,Dead End Street,
17-238,17,Kam,Peace Treaty,
17-238,18,Uncanny Alliance,I Got My Education,
17-238,19,Garth Brooks,If Tomorrow Never Comes,
17-238,20,Michael Cooper,Shoop Shoop,
17-238,21,Miki Howard,Release Me,
17-238,22,Rudy Boys,Go Ahead & Cry,
17-238,23,Men At Large,So Alone,
17-238,24,Poison Clan,Action,
17-238,25,Vanessa Paradis,Be My Baby,
17-238,26,Fleetwood Mac,Paper Doll,
17-238,27,Quincy Jones,Secret Garden,
17-238,28,Whitney Houston,I'm Your Baby Tonight,
17-863,1,Eddie Murphy,Desdamona,
17-863,2,M.C. Breed Featuring 2 Pac,Gotta Get Mine,
17-863,3,Levert,Abc-123,
17-863,4,Shai,Baby I'M Yours,
17-863,5,Luke,Work It Out,
17-863,6,Jungle Brothers,40 Below Trooper,
17-863,7,Taylor Dayne,Can't Get Enough Of Your Love,
17-863,8,Nokko,I Will Catch U,
17-863,9,Paperboy,Bumpin',
17-863,10,Heavy D. & The Boyz,Blue Funk,
17-863,11,Boss,Recipe,
17-863,12,Greg Osby,Mr. Gutterman,
17-863,13,UB40,I Can't Help Falling In Love With You,
17-863,14,Cypress Hill,Insane In The Brain,
17-863,15,Sade,Feel No Pain,
17-863,16,MC Lyte,Ruffneck,
17-863,17,Prime Minister Pete Nice & Daddy Rich,Kick The Bobo,
17-863,18,Kam,Still Got Love 4 'Um,
17-863,19,Fat Joe,Flow Joe,
17-863,20,Parliament,Give Up The Funk (Tear The Roof Off The Sucker),
17-863,21,Tears For Fears,Break It Down Again,
17-863,22,X,Country At War,
17-863,23,Def Leppard,I Wanna Touch You,
17-863,24,Kenny G. With Peabo Bryson,By The Time This Night Is Over,
17-863,25,Raging Slab,Anywhere But Here,
17-863,26,Fu-Schnickens W/Shaquille O'Neal,What'S Up Doc? (Can We Rock),
17-863,27,Poison Posse,This Is It Y'All,
17-863,28,Poppa Bear Kool Breez & Baby Wise,Permanent,
17-869,1,SWV,Downtown,
17-869,2,Lenny Kravitz,Believe,
17-869,3,Wu-Tang Clan,Method Man,
17-869,4,Johnny Gill,I Got You,
17-869,5,P.O.V. (Duet With Jade),All Thru The Night,
17-869,6,Common Sense,Soul By The Pound,
17-869,7,Pharcyde,Otha Fish,
17-869,8,Geto Boys,Straight Gangsterism,
17-869,9,"Masta Ace, Inc.",Slaughterhouse,
17-869,10,John Mellencamp,Human Wheels,
17-869,11,Intelligent Hoodlum,Grand Groove,
17-869,12,De La Soul,Breakadawn,
17-869,13,The Juliana Hatfield Three,My Sister,
17-869,14,Levert,Do The Thangs,
17-869,15,Hi-C,Got It Like That,
17-869,16,Terence Trent D'Arby,Delicate,
17-869,17,"Earth, Wind & Fire",Sunday Morning,
17-869,18,Trends Of Culture,Valley Of The Skinz,
17-869,19,Raw Breed,Rabbit Stew,
17-869,20,The Beatnuts,No Equal,
17-869,21,E-Dawg,Drop Top,
17-869,22,David Morales & The Bad Yard Club,Gimme Luv,
17-869,23,Bujo Barton,Make My Day,
17-869,24,Biohazard,Shades Of Grey,
17-869,25,Vesta,Always,
17-869,26,Yo Yo,Westside Story,
17-869,27,Morbid Angel,Rapture,
09-011,1,The Seahorses,Love Me And Leave Me,
09-011,2,Bush,Bone Driven,
09-011,3,Supergrass,Late In The Day,
09-011,4,Changing Faces,I Got Somebody Else,
09-011,5,D'Influence,Magic,
09-011,6,LL Cool J,Phenomenon,
09-011,7,Smash Mouth,Walkin' On The Sun,
09-011,8,E-Male,We Are E-Male,
09-011,9,B-Yond,The Key,
09-011,10,702,No Doubt,
09-011,11,Jon B,Don'T Say,
09-011,12,East 57th Street Feat. Donna Allen,Saturday,
09-011,13,Orange Orange,Beautiful Day,
09-011,14,All Saints,Never Ever,
09-011,15,China Black,Emotions,
20-757,1,Van Halen,Can't Stop Lovin You,
20-757,2,3T,Anything,
20-757,3,TLC,Diggin' On You,
20-757,4,Collective Soul,Shine,
20-757,5,Boyz II Men,Vibin,
20-757,6,Cypress Hill,Throw You Setin The Air,
20-757,7,Toshi Kubota,Funk It Up,
20-757,8,Mary J. Blige,Natural Woman,
20-757,9,Stepchild,Sicka Gettin',
20-757,10,Jamal,Fade Em All,
20-757,11,Meat Loaf,I'd Lie For You,
20-757,12,Junior M.A.F.I.A.,I Need You Tonight,
20-757,13,Rancid,Time Bomb,
20-757,14,Alanis Morissette,Hand In My Pocket,
20-757,15,Bone Thugs-N-Harmony,East 1999,
20-757,16,R.E.M.,Tongue,
20-757,17,Raw Stilo,Cutie,
20-757,18,Edwyn Collins,A Girl Like You,
20-757,19,Seven Mary Three,Cumbersome,
20-757,20,AC/DC,Hard As A Rock,
20-757,21,Edwin Mc Cain,Solitude,
20-757,22,Lord Finesse,Hip 2 Da Game,
20-757,23,Onyx,Last Dayz,
20-757,24,Mystidious Misfitss,Upside Down,
20-757,25,Ruth Ruth,Uninvited,
20-757,26,Raekwon,Ice Cream,
20-757,27,Funkdoobiest,XXX Funk,
20-981,1,Das Efx Featuring Mobb Deep,Microphone Master,
20-981,2,Junior M.A.F.I.A.,Get Money,
20-981,3,2 Pac Featuring Dr. Dre,California Love (Part 1),
20-981,4,Green Day,Brain Stew / Jaded,
20-981,5,George Michael,Jesus To A Child,
20-981,6,Mack 10,Westside Slaughterhouse,
20-981,7,Shaggy Featuring Grand Puba,Why You Treat Me So Bad,
20-981,8,Cypress Hill,Illusions,
20-981,9,Stabbing Westward,What Do I Have To Do,
20-981,10,Goodie Mob,Soul Food,
20-981,11,Jamal,Keep It Real,
20-981,12,Twinz,Eastside Lb,
20-981,13,Ruby,Tiny Meat,
20-981,14,Polara,Source Of Light,
20-981,15,Frost,La Familia,
20-981,16,Devante,Gin & Juice,
20-981,17,Intro,Feels Like The First Time,
20-981,18,Radiohead,High & Dry,
20-981,19,Salt,Bluster,
20-981,20,Oleta Adams,Never Knew Love,
20-981,21,DC Talk,Jesus Freak,
20-981,22,Dazzie Dee,Everybody Want To Be A Gangsta,
20-981,23,Possum Dixon,Radio Comet,
20-981,24,Candlebox,Understanding,
20-981,25,Mona Lisa,Can't Be Wating My Time,
20-981,26,Lisa Loeb & Nine Stories,Taffy,
20-981,27,Yvette Michelle,"Everynight, Everyday",
09-031,1,2Pac,Toss It Up,
09-031,2,Toni Braxton,Un-Break My Heart,
09-031,3,Mista,Lady,
09-031,4,Jay-Z,Can't Knock The Hustle,
09-031,5,Xzibit,The Foundation,
09-031,6,Positive K,Black Cinderella,
09-031,7,"Babyface Feat' Ll Cool J, Howard Hewitt, Jody Watley & Jeffrey Daniels",This Is For The Lover In You,
09-031,8,The Presidents of the United States of America,Mach 5,
09-031,9,Mo Thugs Family,Thug Devotion,
09-031,10,En Vogue,Don't Let Go (Love),
09-031,11,Nas,Street Dreams,
09-031,12,Silkk,The Shocker,
09-031,13,Fugees,"No Woman, No Cry",
09-031,14,One And One,Phenomenon,
09-031,15,House of Pain,Fed Up (Remix),
09-031,16,The Braids,Bohemian Rhapsody,
09-031,17,Faith Evans,I Just Can't,
09-031,18,Simply Red,Angel,
09-031,19,Beck,Devil'S Haircut,
09-031,20,311,All Mixed Up,
09-031,21,Richie Rich,Let'S Ride,
09-031,22,Monifah,You Don'T Have To Love Me,
09-031,23,Bush Babees,The Love Song,
09-031,24,Lean Andreone,It'S Alright It'S Ok,
09-031,25,Tracy Chapman,New Beginning,
09-031,26,Maxi Priest,Watching The World Go By,
09-031,27,Nil Lara,How Was I To Know,
09-031,28,Crash Test Dummies,He Liked To Feel It,
09-071,1,Outkast,Atliens,
09-071,2,Foxy Brown Feat' Blackstreet,Gotta Get U Home,
09-071,3,Donell Jones,Knocks Me Off My Feet,
09-071,4,O.G.C.,No Fear,
09-071,5,Leschea,How We Stay,
09-071,6,Jason Weaver,Stay With Me (Remix),
09-071,7,Danzig,Sacrifice,
09-071,8,Soundgarden,Blow Up The Outside World,
09-071,9,The Tony Rich Project,Leavin',
09-071,10,Lil' Kim,No Time,
09-071,11,Tool,Stinkfist,
09-071,12,Flesh N Bone,World So Cruel,
09-071,13,Tony Toni Tone Feat' Dj Quik,Let'S Get Down,
09-071,14,Aaliyah,One In A Million,
09-071,15,Seal,Fly Like An Eagle,
09-071,16,Republic,Drop Dead Gorgeous,
09-071,17,Ghostface Killah,Daytona 500,
09-071,18,Tamia,Keep Hope Alive,
09-071,19,Reign,Indestructible,
09-071,20,Big C Style Presents Low Life Gangstas,G'S Come Out At Night,
09-071,21,James Brown,Hooked On Brown,
09-071,22,Sponge,Have You Seen Mary,
09-071,23,Stone Temple Pilots,Big Bang Baby,
09-071,24,Failure,Stuck On You,
09-071,25,Eric Benet,Spiritual Thang,
09-071,26,Ii D Extreme,You Got Me Goin',
09-255,1,3T,I Need You,
09-255,2,Prodigy,Firestarter,
09-255,3,Tre,Take Your Time,
09-255,4,Tracy Lee,The Theme (It'S Party Time),
09-255,5,Derelect Camp,"Move It In, Move It Out",
09-255,6,Puff Daddy,Can't Nobody Hold Me Down,
09-255,7,Jewel,You Were Mean'T For Me,
09-255,8,Tru Feat' Master P,I Always Feel Like,
09-255,9,Richie Rich,Do G'S Get To Go To Heaven,
09-255,10,J. Flex,"Who Been There, Who Done That?",
09-255,11,The Truth,Everyday,
09-255,12,2Pac & Snoop Doggy Dogg,Wanted Dead Or Alive,
09-255,13,Zhané,Request Line,
09-255,14,Westside Connection,Gangsters Make The World Go Round,
09-255,15,Cake,I Will Survive,
09-255,16,Mark Morrison,Return Of The Mack,
09-255,17,Blackstreet,Don'T Leave Me,
09-255,18,Type O Negative,Love You To Death,
09-255,19,Kula Shaker,Hey Dude,
09-255,20,Big Head Todd and The Monsters,Resignation Superman,
09-255,21,B-Legit Feat' Darryl Hall,Ghetto Smile,
09-255,22,Rome,I Belong To You,
09-255,23,Depeche Mode,Barrel Of A Gun,
09-255,24,The RZA,Tragedy,
09-255,25,OMC,How Bizarre,
09-255,26,King Change,Melting Pot,
09-255,27,Whitney Houston,Step By Step,
10-979,1,Various Artists,The Best In Life Are Free (Mo' Money Ost),
10-979,2,Mr. Scarface,Money And The Power,
10-979,3,Michael Jackson,Jam,
10-979,4,East Coast Family,1-4-All-4-1,
10-979,5,Madonna,This Used To Be My Playground,
10-979,6,Lisa Stansfield,A Little More Love,
10-979,7,Brand New Heavies Featuring Grand Puba,Heavy Rhyme Experience Theme,
10-979,8,Sophie B. Hawkins,California Here I Come,
10-979,9,R. Kelly & Public Announcement,Slow Dance (Hey Mr. Dj),
10-979,10,The Boys,Doin' It With The B,
10-979,11,Bushwick Bill,Ever So Clear,
10-979,12,Geto Boys,Ain'T With Bein Broke,
10-979,13,After 7,Kickin' It,
10-979,14,Tevin Campbell,One Song,
10-979,15,Temple Of The Dog,Hunger Strike,
10-979,16,Bad 4 Good,Nineteen,
10-979,17,Jeannette Katt,Girl Noise,
10-979,18,The Party,Free,
10-979,19,The Rolling Stones,Jumpin' Jack Flash,
10-979,20,David Byrne,Girls On My Mind,
10-979,21,INXS,Heaven Sent,
10-979,22,Jon Secada,Otro Dia Mas Sin Verte,
10-979,23,Eric Clapton,Layla,
10-979,24,Chaka Khan,You Can Make The Story Right,
10-979,25,Third World,Committed,
10-979,26,Def Jef,Cali'S All That,
10-983,1,Mr. Lee/R. Kelly,Hey Love,
10-983,2,Scarface,Streetlife,
10-983,3,Lo-Key,I Got A Thang 4 Ya,
10-983,4,Treble & Bass,My Sweet Senorita,
10-983,5,The Heights,How Do You Talk To An Angel,
10-983,6,Live Squad,Heartless,
10-983,7,Home Team,Pick It Up,
10-983,8,Portrait,Here We Go Again!,
10-983,9,Gwar,The Road Behind,
10-983,10,Bob Marley,Iron Lion Zion,
10-983,11,Shabba Ranks Featuring Johnny Gill,Slow & Sexy,
10-983,12,Eric B & Rakim,Casualties Of War,
10-983,13,Damn Yankees,Where You Goin' Now,
10-983,14,Sofia Shinas,The Message,
10-983,15,Spin Doctors,Little Miss Can't Be Wrong,
10-983,16,Maxi Priest,Groovin' In The Midnight,
10-983,17,Sade,If I Ever Fall In Love,
10-983,18,A.T.E.E.M.,Yeah,
10-983,19,Ozzy Osbourne,Time After Time,
10-983,20,Suicidal Tendencies,Nobody Hears,
10-983,21,After 7,Baby I'M For Real,
10-983,22,Brian McKnight,Goodbye My Love,
10-983,23,Me Phi Me,Black Sunshine,
10-983,24,Goddess,Sexual,
10-983,25,4 Non Blondes,Dear Mr. President,
10-983,26,Rise Robots Rise,If Only I Knew,
10-983,27,Sugar,Helpless,
PCLP-00604,1,Blur,Country House,
PCLP-00604,2,Supergrass,Alright,
PCLP-00604,3,Cast,Alright,
PCLP-00604,4,Radiohead,Fake Plastic Treees,
PCLP-00604,5,Marion,Toys For Boys,
PCLP-00604,6,Menswear,Stardust,
PCLP-00604,7,Radiohead,Just,
PCLP-00604,8,Gene,Olympian,
PCLP-00553,1,Bon Jovi,Bad Medicine,
PCLP-00553,2,Kiss,Crazy Crazy Nights,
PCLP-00553,3,Poison,Fallen Angel,
PCLP-00553,4,Scorpions,Under The Same Sun,
PCLP-00553,5,W.A.S.P,Hold On To My Heart,
PCLP-00553,6,Bad Moon Rising,Blood On The Streets,
PCLP-00553,7,Praying Mantis,Only The Children Cry,
PCLP-00553,8,Yngwie Malmsteen,Forever One,
PCLP-00590,1,Tony! Toni! Toné!,Anniversary,
PCLP-00590,2,Isaac Hayes,Thanks To The Feel,
PCLP-00590,3,Subway,Fire,
PCLP-00590,4,Whitered Bros.,Sex On The Beach,
PCLP-00590,5,Shanice,I Wish,
PCLP-00590,6,The Whispers,Make Sweet Love To Me,
PCLP-00590,7,Freddie Jackson,Have You Ever Loved Somebody,
PCLP-00590,8,Vanessa Williams,Just For Tonight,
PCLP-00547,1,Crystal Waters,100% Pure Love (Club Mix),
PCLP-00547,2,CeCe Peniston,I'M In The Mood (Bad Yard Club),
PCLP-00547,3,Eternal,Stay (Special Extended Video Remix),
PCLP-00547,4,Salt 'N' Pepa With En Vogue,Whatta Man (Video Remix),
PCLP-00547,5,7669,Joy,
PCLP-00547,6,Mint Condition,U Send Me Swingin' (In Da Soul Swing Mix),
PCLP-00547,7,Sounds Of Blackness,I Believe,
PCLP-00547,8,Shanice,I Love Your Smile,
PCLP-00546,1,Bon Jovi,Bed Of Roses,
PCLP-00546,2,Andru Donalds,Mishale,
PCLP-00546,3,Jon Secada,If You Go,
PCLP-00546,4,Deep,Breath Us Mix,
PCLP-00546,5,Blur,Girls & Boys (Pet Shop Boys Remix),
PCLP-00546,6,The Cranberries,Linger,
PCLP-00546,7,Lulu,Let Me Wake Up In Your Arms,
PCLP-00546,8,Richard Marx,Chains Around My Heart,
PCLP-00565,1,Amy Grant & Vince Gill,House Of Love,
PCLP-00565,2,Joshua Kadison,Beautiful In My Eyes,
PCLP-00565,3,Jon Secada,Do You Believe In Us,
PCLP-00565,4,Swing Out Sister,La La (Means I Love You),
PCLP-00565,5,East 17,West End Girls,
PCLP-00565,6,Adam Ant,Wonderful,
PCLP-00565,7,Radiohead,Creep,
PCLP-00565,8,Enigma,Return To Innocence,
PCLP-00611,1,Sinéad O'Connor,Fire On Babylon,
PCLP-00611,2,Portishead,Sour Times (Nobody Loves Me),
PCLP-00611,3,Björk,Army Of Me,
PCLP-00611,4,The Cardigans,Carnival,
PCLP-00611,5,Lisa Keith,Better Than You,
PCLP-00611,6,Chynna Phillips,Naked And Sacred,
PCLP-00611,7,Bonnie Raitt Feat. Bryan Adams,Rock Steady,
PCLP-00611,8,Selena,I Could Fall In Love,
PCLP-00548,1,Shanice,Lovin' You,
PCLP-00548,2,Tracie Spencer,Love Me,
PCLP-00548,3,For Real,You Don'T Know Nothin',
PCLP-00548,4,Mint Condition,U Send Me Swingin',
PCLP-00548,5,For Lovers Only,The Closer I Get To You,
PCLP-00548,6,Freddie Jackson,Me & Mrs. Jones,
PCLP-00548,7,Drs,Scoundrels Get Lonely,
PCLP-00548,8,Aaliyah,At Your Best (You Are Love) Gangstar Child Mix,
PCLP-00551,1,Too Short,Cocktails,
PCLP-00551,2,Queen Latifah,U.N.I.T.Y.,
PCLP-00551,3,Fu-Schnickens,Sum Dum Munkey,
PCLP-00551,4,Xclan,A.D.A.M.,
PCLP-00551,5,Shaquille O'Neal,Biological Didn'T Bother (Remix),
PCLP-00551,6,Arrested Development,Ease My Mind,
PCLP-00551,7,Greg Osby,Mr. Gutterman,
PCLP-00551,8,Gang Starr,Code Of The Streets,
PCLP-00583,1,Enigma,Return To Innocence,
PCLP-00583,2,Joshua Kadison,Jessie,
PCLP-00583,3,Richard Marx,Now And Forever,
PCLP-00583,4,4 P.M.,Sukiyaki,
PCLP-00583,5,Swing Out Sister,La La (Means I Love You),
PCLP-00583,6,Jon Secada,If You Go,
PCLP-00583,7,Andru Donalds,Mishale,
PCLP-00583,8,Sounds Of Blackness,I Believe,
PCLP-00583,9,Lisa Lisa,When I Fell In Love,
PCLP-00583,10,Raja-Nee,Turn It Up,
PCLP-00583,11,Salt-N-Pepa,None Of Your Business (Uk Perfecto Mix),
PCLP-00583,12,Crystal Waters,100% Pure Love,
PCLP-00583,13,Vanessa Williams,The Sweetest Days,
PCLP-00552,1,Marvin Gaye,Mercy Mercy Mercy (The Ecology),
PCLP-00552,2,The O'Jays,Emotionally Yours (R&B Version),
PCLP-00552,3,Y?N-Vee,Chocolate,
PCLP-00552,4,Joe,All Or Nothing,
PCLP-00552,5,Hi-Five,Never Should've Let You Go,
PCLP-00552,6,Shanice,Turn Down The Lights,
PCLP-00552,7,Rachelle Ferrell,Till You Come Back To Me,
PCLP-00552,8,Tina Turner,I Don't Wanna Fight,
PCLP-00595,1,Jodeci,Love U 4 Life,
PCLP-00595,2,Vertical Hold,Love Today,
PCLP-00595,3,Brian McKnight,Crazy Love,
PCLP-00595,4,Subway Featuring 702,This Lil' Game We Play,
PCLP-00595,5,After 7,Damn Thing Called Love,
PCLP-00595,6,Zhané,You'Re Sorry Now,
PCLP-00595,7,D'Angelo,Brown Sugar,
PCLP-00595,8,Queen Latifah,Just Another Day,
9301,1,Whitney Houston,I'm Every Woman,
9301,2,Haddaway,What Is Love,
9301,3,Robin S.,Show Me Love,
9301,4,Captain Hollywood Project,More And More,
9301,5,Bizzarre Inc,I'm Gonna Get You,
9301,6,Mr. Vain,Culture Beat,
9301,7,Tag Team,Whoomp! (There It Is),
9301,8,Jodeci,Lately,
9301,9,Ace of Base,All That She Wants,
9301,10,SWV,I'm So Into You,
9301,11,K7,Come Baby Come,
9301,12,Zhané,Hey Mr. DJ,
9301,13,Janet Jackson,If,
9401,1,Ace of Base,The Sign,
9401,2,The Brand New Heavies,Dream On Dreamer,
9401,3,Eternal,Stay (Club Mix),
9401,4,Lighter Shade Of Brown,Hey DJ,
9401,5,Salt-N-Pepa / En Vogue,Watta Man,
9401,6,K7,Zunga Zeng,
9401,7,CeCe Peniston,I'm In the Mood,
9401,8,Babyface,And Our Feelings,
9401,9,Zhané,Groove Thang,
9401,10,Janet Jackson,Because Of Love,
9401,11,Culture Beat,Got To Get It,
9401,12,Collage,I Will Be Loving You,
9401,13,R. Kelly,Bump n' Grind,
09-295,1,Silverchair,Abuse Me,
09-295,2,Fiona Apple,Sleep To Dream,
09-295,3,Mundy,To You I Bestow,
09-295,5,The Offspring,All I Want,
09-295,6,Kula Shaker,Hey Dude,
09-295,7,Sneaker Pimps,6 Underground,
09-295,8,Spring Heel Jack,Take 1,
09-295,9,Spring Heel Jack,Midwest,
09-295,10,Spring Heel Jack,60 Seconds,
09-295,11,Veruca Salt,Volcano Girls,
09-295,12,Funkmaster Flex,I'm Not Feeling You,
09-295,13,David Bowie,Little Wonder,
09-295,14,Spice Girls,Wannabe,
09-295,15,Cranes,Tangled Up,
09-295,16,Cranes,Fourteen,
09-295,17,Squirrel Nut Zippers,Hell,
09-295,18,Moby,Someone To Love,
09-295,19,Moby,Heavy Flow,
09-295,20,Moby,You,
09-295,21,112,Cupid,
09-295,22,Az Yet,Hard To Say I'm Sorry,
09-295,23,Underworld,Pearl's Girl,
09-295,24,The Verve Pipe,The Freshmen,
09-295,25,Sukia,Feel'n Free,
09-295,26,Sukia,The Dream Machine,
09-295,27,Sukia,Vaseline and Sand,
09-295,28,Sammy Mayfield,Blues By The Bushel,
09-295,29,Big Head Todd and The Monsters,Resignation Superman,
09-295,30,No Mercy,Please Don't Go,
09-295,31,Dru Down,The Mob,
09-295,32,Mac Mall,Heart of the City,
09-295,33,San Quinn,My G's,
09-295,34,Spice 1,Mo' Murder,
09-295,35,11/5,Loc-N-Load,
PCLP-00557,1,Salt-N-Pepa,None of Your Business (Remix),
PCLP-00557,2,Shanice,Somewhere (Remix),
PCLP-00557,3,CeCe Peniston,Hit By Love,
PCLP-00557,4,Hi-Five Featuring Nuttin' Nyce,What Can I Say To You (To Justify My Love),
PCLP-00557,5,Raja-Nee,Turn It Up,
PCLP-00557,6,Lisa Lisa,When I Fell In Love (Remix),
PCLP-00557,7,Portrait,Here We Go Again!,
PCLP-00557,8,Sounds Of Blackness,I'm Going All the Way,
PCLP-00582,1,Donna Summer,Melody Of Love,
PCLP-00582,2,Frankie Knuckles,Too Many Fish,
PCLP-00582,3,Boogiemonsters,Strange,
PCLP-00582,4,Crystal Waters,What I Need,
PCLP-00582,5,Nu Colours,Power,
PCLP-00582,6,Joya,I Like What You're Doing To Me,
PCLP-00582,7,David Morales & The Bad Yard Club,The Program,
PCLP-00582,8,Lisa Lisa,Skip To My Lu,
PCLP-00596,1,C+C Music Factory,I'll Always Be Around,
PCLP-00596,2,Eternal,Power of a Woman,
PCLP-00596,3,Incognito,Everyday,
PCLP-00596,4,Shaggy,In The Summertime,
PCLP-00596,5,Charles & Eddie,I'm Gonna Love You (24-7-365),
PCLP-00596,6,The Tyrell Corporation,Better Days Ahead,
PCLP-00596,7,Bryan Ferry,Mamouna,
PCLP-00596,8,Sinéad O'Connor,Thank You for Hearing Me,
PCLP-00591,1,Portrait,How Deep Is Your Love,
PCLP-00591,2,4 P.M.,Lay Down Your Love,
PCLP-00591,3,Vanessa Williams,The Way That You Love,
PCLP-00591,4,Mint Condition,Someone To Love,
PCLP-00591,5,Patti LaBelle,All This Love,
PCLP-00591,6,Lo-Key?,Good Ole Fashioned Love,
PCLP-00591,7,Wendy Moten,Your Love Is All I Know,
PCLP-00591,8,Brian McKnight & Vanessa Williams,Love Is,
PCLP-00560,1,Chris Walker,Love Tonight,
PCLP-00560,2,Wendy Moten,Come In Out Of The Rain,
PCLP-00560,3,Vanessa Williams,The Sweetest Days,
PCLP-00560,4,Brenda Russell,No Time for Time,
PCLP-00560,5,Brian McKnight,One Last Cry,
PCLP-00560,6,Walter & Scotty,I Want To Know Your Name,
PCLP-00560,7,Mint Condition,So Fine,
PCLP-00560,8,4 P.M.,Sukiyaki,
PCLP-00587,1,Method Man featuring Mary J. Blidge,I'll Be There For You / You're All I Need To Get By,
PCLP-00587,2,Slick Rick,Behind Bars,
